token_id,time_est,time_est_sell,price,price_sell,floor_price,floor_price_sell,price_ratio,price_ratio_sell,pnl,pnl_w_fees,model_file_idx,model_dt_est,price_ratio_pred,price_ratio_diff,holding_period_days,listed_file_idx,listed_dt_est,rarest_trait,rarest_trait_price_1,rarest_trait_price_2,rarest_trait_price_3,edge,required_edge,edge_ratio,cumul_pnl_w_fees,days_ago_buy,bucket,cumul_pnl_w_fees_bucket
2118,2022-02-24 19:33:14,2022-02-24 20:53:13,2.8,2.694,2.35,2.694,1.1914893617021276,1.0,-0.10599999999999987,-0.3753999999999999,23,2022-02-24 13:18:13,1.0608887620999716,-0.13060059960215598,0,18,2022-02-24 13:26:29,headgear_rapper bandana,2.8,3.25,3.45,-0.13060059960215598,0.20443165775019562,-0.6388472364771547,-0.3753999999999999,36,"(-0.64, 0.0369]",-0.3753999999999999
2810,2022-02-24 02:40:11,2022-02-24 11:04:41,1.95,2.3,2.1,2.28,0.9285714285714285,1.0087719298245614,0.34999999999999987,0.11999999999999988,21,2022-02-23 22:05:43,1.0237413771577846,0.09516994858635608,0,16,2022-02-23 22:14:22,headgear_mafia,1.95,4.2,4.2,0.09516994858635608,0.07283153146682216,1.3067135438406923,-123.49790000000002,37,"(0.953, 10.534]",0.11999999999999988
2974,2022-02-26 12:25:54,2022-02-27 10:10:52,3.43,3.3,3.42,3.28,1.0029239766081872,1.0060975609756098,-0.13000000000000034,-0.46000000000000035,27,2022-02-26 09:19:31,1.0102359440692654,0.007311967461078206,0,22,2022-02-26 09:27:57,headgear_ww2 pilot helmet,2.29,2.35,2.5,0.007311967461078206,0.9551418137265486,0.007655373637711539,-27.069500000000005,35,"(-0.64, 0.0369]",-0.8354000000000003
3966,2022-03-13 12:57:24,2022-03-14 08:45:17,2.29,2.87,2.275,2.7,1.0065934065934066,1.0629629629629629,0.5800000000000001,0.29300000000000004,45,2022-03-12 08:36:34,1.1200060975231234,0.11341269092971684,0,40,2022-03-12 08:44:02,headgear_cat ears,2.29,3.6,3.65,0.11341269092971684,0.11661894226305075,0.9725065990900368,-122.3934,20,"(0.953, 10.534]",0.4129999999999999
1271,2022-02-23 18:40:48,2022-02-24 05:36:34,2.59,2.14,2.55,2.08,1.0156862745098039,1.028846153846154,-0.44999999999999973,-0.6639999999999997,20,2022-02-23 09:16:58,1.0371820982112643,0.021495823701460415,0,15,2022-02-23 09:26:03,headgear_spinner hat,2.145,2.3,2.45,0.021495823701460415,0.5923158829288883,0.036291148559393166,-31.54630000000001,37,"(-0.64, 0.0369]",-1.4994
1951,2022-02-17 06:16:51,2022-02-17 22:04:41,2.725,3.07,2.89,2.9,0.9429065743944637,1.0586206896551724,0.34499999999999975,0.037999999999999756,6,2022-02-16 23:08:12,1.1129848494064165,0.17007827501195283,0,1,2022-02-16 23:18:32,headgear_spinner hat,2.725,2.89,3.0,0.17007827501195283,0.24052319653148402,0.7071179722563263,-116.67060000000004,44,"(0.349, 0.953]",0.037999999999999756
2710,2022-03-01 19:53:10,2022-03-02 14:15:14,2.57,2.59,2.55,2.35,1.007843137254902,1.102127659574468,0.020000000000000018,-0.239,32,2022-03-01 10:10:31,1.103131512777326,0.09528837552242408,0,29,2022-03-01 10:20:54,headgear_bucket hat,2.57,3.5,3.5,0.09528837552242408,0.14346590319598967,0.6641883081602326,-116.70860000000003,31,"(0.349, 0.953]",-0.20100000000000023
4913,2022-02-20 09:23:32,2022-02-21 05:46:28,3.3,3.95,3.3,3.55,1.0,1.1126760563380282,0.6500000000000004,0.25500000000000034,14,2022-02-20 08:34:51,1.315101226204069,0.3151012262040691,0,9,2022-02-20 08:43:05,headgear_goggle yellow,2.2,2.4,3.1,0.3151012262040691,0.5003705414260006,0.6297357660306411,-116.25960000000003,41,"(0.349, 0.953]",0.054000000000000103
3302,2022-02-23 18:46:33,2022-02-24 01:02:44,2.8689999999999998,2.6,2.75,2.49,1.0432727272727271,1.0441767068273091,-0.2689999999999997,-0.5289999999999997,20,2022-02-23 09:16:58,1.0567768703475289,0.013504143074801744,0,15,2022-02-23 09:26:03,headgear_rapper bandana,2.82,2.8689999999999998,3.1,0.013504143074801744,0.2780561827630615,0.04856623917012109,-37.86410000000001,37,"(0.0369, 0.164]",-0.5289999999999997
3658,2022-02-24 06:12:41,2022-02-24 22:53:01,2.19,2.6889999999999996,2.19,2.6889999999999996,1.0,1.0,0.49899999999999967,0.2300999999999997,21,2022-02-23 22:05:43,1.0504589710042145,0.05045897100421448,0,16,2022-02-23 22:14:22,headgear_cat ears,2.19,3.6,3.9,0.05045897100421448,0.11117508617585811,0.453869412112691,-109.52760000000004,37,"(0.349, 0.953]",0.2840999999999998
