token_id,time_est,time_est_sell,price,price_sell,floor_price,floor_price_sell,price_ratio,price_ratio_sell,pnl,pnl_w_fees,model_file_idx,model_dt_est,price_ratio_pred,price_ratio_diff,listed_file_idx,listed_dt_est,rarest_trait,rarest_trait_price_1,rarest_trait_price_2,rarest_trait_price_3,edge,required_edge,edge_ratio,cumul_pnl_w_fees
10066,2022-01-30 22:51:45,2022-02-02 21:21:44,20.0,27.0,14.4,14.9,1.3888888888888888,1.8120805369127517,7.0,4.3,3,2022-01-30 18:02:13,1.1772767804960507,-0.21161210839283817,4,2022-01-30 21:16:35,hair_wht hairclip,19.8,20.0,26.8,-0.21161210839283817,0.17247544237492735,-1.2269115271079316,4.3
14848,2022-01-29 14:12:54,2022-01-30 20:12:57,54.99,70.0,12.89,14.4,4.266097750193949,4.861111111111111,15.009999999999998,8.009999999999998,0,2022-01-29 10:49:37,3.9477739309789355,-0.3183238192150135,0,2022-01-29 11:51:12,clothing_pnk metajacket,156.0,350.0,358.0,-0.3183238192150135,1.0408260771526798,-0.3058376670248609,12.309999999999999
10574,2022-02-04 17:22:44,2022-02-16 08:15:36,14.1,13.5,13.3,13.675,1.0601503759398496,0.9872029250457038,-0.5999999999999996,-1.9499999999999997,13,2022-02-03 19:18:08,1.0148544863205682,-0.04529588961928144,14,2022-02-03 20:15:54,eye color_clsd brwn,14.1,16.5,17.42,-0.04529588961928144,0.20148370360929144,-0.22481167860164655,10.36
4801,2022-02-07 11:10:50,2022-02-14 05:25:56,30.0,25.0,16.0,15.5,1.875,1.6129032258064515,-5.0,-7.5,15,2022-02-06 16:45:05,1.660761208551254,-0.21423879144874602,16,2022-02-06 17:52:44,mouth_trip,20.0,35.0,55.0,-0.21423879144874602,0.9677226967863566,-0.22138448561782917,2.8599999999999994
11430,2022-01-30 15:31:38,2022-02-11 15:31:11,13.6,14.5,13.48,14.5,1.0089020771513353,1.0,0.9000000000000004,-0.5499999999999998,2,2022-01-30 11:40:31,0.9681336213689088,-0.040768455782426494,2,2022-01-30 12:38:49,hair_grn hacker,13.6,14.9,16.0,-0.040768455782426494,0.25479195969035023,-0.16000683786086725,2.3099999999999996
10349,2022-01-30 17:05:37,2022-02-10 17:40:33,18.0,19.0,13.9,14.2,1.2949640287769784,1.3380281690140845,1.0,-0.9000000000000001,2,2022-01-30 11:40:31,1.154730863378283,-0.14023316539869546,2,2022-01-30 12:38:49,clothing_hvy mtl hoodie,16.0,18.0,20.0,-0.14023316539869546,0.9327776625187054,-0.1503393263299584,1.4099999999999995
407,2022-01-30 02:14:12,2022-02-13 14:05:32,33.0,37.5,11.6,15.3,2.844827586206897,2.4509803921568625,4.5,0.75,1,2022-01-29 18:55:03,2.741581641192953,-0.1032459450139438,1,2022-01-29 19:52:48,back_blck undrwrld wingz,33.0,49.69,50.0,-0.1032459450139438,0.9639793311663903,-0.10710389909399701,2.1599999999999993
18749,2022-01-29 23:32:49,2022-01-31 09:46:58,16.95,30.0,11.6,16.89,1.4612068965517242,1.7761989342806395,13.05,10.05,1,2022-01-29 18:55:03,1.3742157682043536,-0.08699112834737055,1,2022-01-29 19:52:48,hair_wht turban,16.95,19.4,25.0,-0.08699112834737055,0.932566389623403,-0.09328143209460943,12.21
5860,2022-01-30 00:59:53,2022-02-10 10:43:10,13.3,14.0,11.6,14.0,1.146551724137931,1.0,0.6999999999999993,-0.7000000000000008,1,2022-01-29 18:55:03,1.0605075381851088,-0.08604418595282226,1,2022-01-29 19:52:48,hair_grn bwlcut,13.3,17.0,21.69,-0.08604418595282226,0.9282000814327109,-0.09270004137471083,11.51
9408,2022-02-02 18:36:26,2022-02-10 03:24:44,16.0,14.2,15.8,14.0,1.0126582278481011,1.0142857142857142,-1.8000000000000007,-3.2200000000000006,10,2022-02-02 15:52:36,0.9921102760871828,-0.02054795176091828,11,2022-02-02 17:05:31,eye color_clsd pnk,16.0,18.0,28.0,-0.02054795176091828,0.2302424314569282,-0.08924485217991723,8.29
18402,2022-02-03 23:19:11,2022-02-14 17:12:11,14.85,16.0,14.85,14.99,1.0,1.067378252168112,1.1500000000000004,-0.44999999999999973,13,2022-02-03 19:18:08,0.9856694865019884,-0.014330513498011621,14,2022-02-03 20:15:54,hair_grn hacker,14.85,16.35,18.5,-0.014330513498011621,0.25019074021088694,-0.05727835285163777,7.84
10591,2022-02-02 21:44:49,2022-02-09 19:11:04,17.15,17.0,15.1,14.0,1.1357615894039734,1.2142857142857142,-0.14999999999999858,-1.8499999999999988,10,2022-02-02 15:52:36,1.1154887244784049,-0.020272864925568568,11,2022-02-02 17:05:31,hair_yu-blck,17.15,18.0,20.0,-0.020272864925568568,0.9280331627613393,-0.0218449789717074,5.990000000000001
5054,2022-01-30 01:34:52,2022-02-11 10:45:47,13.66,15.0,11.6,14.5,1.1775862068965517,1.0344827586206897,1.3399999999999999,-0.16000000000000014,1,2022-01-29 18:55:03,1.16458637450354,-0.012999832393011612,1,2022-01-29 19:52:48,clothing_future dress,22.0,31.0,39.0,-0.012999832393011612,0.9566577732713462,-0.013588801299923523,5.830000000000001
14452,2022-01-31 06:05:06,2022-02-03 02:43:25,17.0,15.68,16.96,14.5,1.0023584905660377,1.0813793103448275,-1.3200000000000003,-2.8880000000000003,3,2022-01-30 18:02:13,1.0031915263330395,0.0008330357670018884,4,2022-01-30 21:16:35,clothing_rd bbl vest,17.0,18.5,20.75,0.0008330357670018884,0.26279320165578407,0.0031699289089412155,2.9420000000000006
