token_id,event,price,time_ago,current_time_est
3897,Transfer,,5 months ago,2022-03-11 18:24:45
7791,Sale,1.6,13 days ago,2022-03-11 18:24:55
7791,Transfer,,13 days ago,2022-03-11 18:24:55
7791,Sale,2.55,2 months ago,2022-03-11 18:24:55
7791,Transfer,,2 months ago,2022-03-11 18:24:55
7791,Transfer,,6 months ago,2022-03-11 18:24:55
7791,Sale,0.365,7 months ago,2022-03-11 18:24:55
7791,Transfer,,7 months ago,2022-03-11 18:24:56
7791,Transfer,,7 months ago,2022-03-11 18:24:56
7791,Sale,0.265,7 months ago,2022-03-11 18:24:56
7791,Sale,0.7,7 months ago,2022-03-11 18:24:56
7791,Transfer,,7 months ago,2022-03-11 18:24:56
7791,Minted,,7 months ago,2022-03-11 18:24:56
1944,Sale,2.7,17 days ago,2022-03-11 18:25:06
1944,Transfer,,17 days ago,2022-03-11 18:25:06
1944,Transfer,,17 days ago,2022-03-11 18:25:06
1944,Sale,2.2,17 days ago,2022-03-11 18:25:06
1944,Transfer,,3 months ago,2022-03-11 18:25:06
1944,Transfer,,5 months ago,2022-03-11 18:25:06
1944,Minted,,7 months ago,2022-03-11 18:25:06
7937,Sale,2.85,17 days ago,2022-03-11 18:25:16
7937,Transfer,,17 days ago,2022-03-11 18:25:16
7937,List,3,18 days ago,2022-03-11 18:25:16
7937,List,3.5,18 days ago,2022-03-11 18:25:16
7937,List,3.8,19 days ago,2022-03-11 18:25:16
7937,Transfer,,19 days ago,2022-03-11 18:25:16
7937,Transfer,,19 days ago,2022-03-11 18:25:16
7937,Transfer,,a month ago,2022-03-11 18:25:16
7937,Transfer,,a month ago,2022-03-11 18:25:16
7937,List,5,a month ago,2022-03-11 18:25:16
7937,List,5,a month ago,2022-03-11 18:25:16
7937,List,20,2 months ago,2022-03-11 18:25:16
7937,List,4,2 months ago,2022-03-11 18:25:16
7937,Transfer,,2 months ago,2022-03-11 18:25:16
7937,Transfer,,3 months ago,2022-03-11 18:25:16
7937,Sale,3.8,3 months ago,2022-03-11 18:25:16
8508,List,2.7,12 days ago,2022-03-11 18:25:26
8508,List,2.85,18 days ago,2022-03-11 18:25:26
8508,List,3.15,18 days ago,2022-03-11 18:25:26
8508,Transfer,,18 days ago,2022-03-11 18:25:26
8508,Sale,1.745,18 days ago,2022-03-11 18:25:26
8508,Transfer,,18 days ago,2022-03-11 18:25:26
8508,Transfer,,19 days ago,2022-03-11 18:25:26
8508,Transfer,,19 days ago,2022-03-11 18:25:26
8508,Sale,2.3,19 days ago,2022-03-11 18:25:26
8508,List,2.3,20 days ago,2022-03-11 18:25:26
8508,List,2.49,20 days ago,2022-03-11 18:25:26
8508,List,2,20 days ago,2022-03-11 18:25:26
8508,List,2.7,21 days ago,2022-03-11 18:25:26
8508,List,3,21 days ago,2022-03-11 18:25:26
8508,List,4,2 months ago,2022-03-11 18:25:26
8508,List,5,3 months ago,2022-03-11 18:25:26
6082,Transfer,,14 days ago,2022-03-11 18:25:37
6082,Transfer,,19 days ago,2022-03-11 18:25:37
6082,Transfer,,20 days ago,2022-03-11 18:25:37
6082,Sale,2,20 days ago,2022-03-11 18:25:37
6082,Transfer,,20 days ago,2022-03-11 18:25:37
6082,Transfer,,7 months ago,2022-03-11 18:25:37
6082,Sale,0.275,7 months ago,2022-03-11 18:25:37
6082,Minted,,7 months ago,2022-03-11 18:25:37
4644,Transfer,,25 days ago,2022-03-11 18:25:47
4644,Sale,1.7151,25 days ago,2022-03-11 18:25:47
4644,Transfer,,25 days ago,2022-03-11 18:25:47
4644,Minted,,7 months ago,2022-03-11 18:25:47
5598,Transfer,,20 days ago,2022-03-11 18:25:58
5598,Transfer,,20 days ago,2022-03-11 18:25:58
5598,Transfer,,20 days ago,2022-03-11 18:25:58
5598,Transfer,,a month ago,2022-03-11 18:25:58
5598,Sale,3,a month ago,2022-03-11 18:25:58
5598,Transfer,,a month ago,2022-03-11 18:25:58
5598,Transfer,,a month ago,2022-03-11 18:25:58
5598,Transfer,,6 months ago,2022-03-11 18:25:58
5598,Transfer,,6 months ago,2022-03-11 18:25:58
5598,Sale,2.22,6 months ago,2022-03-11 18:25:58
5598,Transfer,,7 months ago,2022-03-11 18:25:58
5598,Sale,0.24,7 months ago,2022-03-11 18:25:58
5598,Transfer,,7 months ago,2022-03-11 18:25:58
5598,Minted,,7 months ago,2022-03-11 18:25:58
8563,Sale,1.95,a month ago,2022-03-11 18:26:08
8563,Transfer,,a month ago,2022-03-11 18:26:08
8563,Transfer,,6 months ago,2022-03-11 18:26:08
8563,Sale,1.4,6 months ago,2022-03-11 18:26:08
8563,Transfer,,6 months ago,2022-03-11 18:26:08
8563,Transfer,,6 months ago,2022-03-11 18:26:08
8563,Sale,0.5,6 months ago,2022-03-11 18:26:08
8563,Transfer,,7 months ago,2022-03-11 18:26:08
8563,Sale,0.29,7 months ago,2022-03-11 18:26:08
8563,Minted,,7 months ago,2022-03-11 18:26:08
2382,Transfer,,a month ago,2022-03-11 18:26:19
2382,Transfer,,a month ago,2022-03-11 18:26:19
2382,Sale,3.3,a month ago,2022-03-11 18:26:19
2382,Minted,,7 months ago,2022-03-11 18:26:19
7501,Transfer,,a month ago,2022-03-11 18:26:29
7501,Sale,2,a month ago,2022-03-11 18:26:29
7501,Transfer,,a month ago,2022-03-11 18:26:29
7501,Transfer,,2 months ago,2022-03-11 18:26:29
7501,Sale,2.49,2 months ago,2022-03-11 18:26:29
7501,Minted,,7 months ago,2022-03-11 18:26:29
6464,Transfer,,4 days ago,2022-03-11 18:26:39
6464,Transfer,,a month ago,2022-03-11 18:26:39
6464,Sale,1.95,a month ago,2022-03-11 18:26:39
6464,Transfer,,7 months ago,2022-03-11 18:26:39
6464,Sale,0.15,7 months ago,2022-03-11 18:26:39
6464,Minted,,7 months ago,2022-03-11 18:26:39
9672,Transfer,,a month ago,2022-03-11 18:26:49
9672,Transfer,,a month ago,2022-03-11 18:26:49
9672,Sale,1.7436,a month ago,2022-03-11 18:26:49
9672,Transfer,,a month ago,2022-03-11 18:26:49
9672,Sale,2.12,a month ago,2022-03-11 18:26:49
9672,Transfer,,5 months ago,2022-03-11 18:26:49
9672,Transfer,,6 months ago,2022-03-11 18:26:49
9672,Sale,0.5,6 months ago,2022-03-11 18:26:49
9672,Transfer,,7 months ago,2022-03-11 18:26:49
9672,Sale,0.155,7 months ago,2022-03-11 18:26:49
9672,Minted,,7 months ago,2022-03-11 18:26:49
6938,Transfer,,20 days ago,2022-03-11 18:27:00
6938,Transfer,,a month ago,2022-03-11 18:27:00
6938,Sale,25,a month ago,2022-03-11 18:27:00
6938,List,31,a month ago,2022-03-11 18:27:00
6938,List,34.5,2 months ago,2022-03-11 18:27:00
6938,List,38.5,2 months ago,2022-03-11 18:27:00
6938,List,39,2 months ago,2022-03-11 18:27:00
6938,List,40,2 months ago,2022-03-11 18:27:00
6938,List,45,2 months ago,2022-03-11 18:27:00
6938,List,44,2 months ago,2022-03-11 18:27:00
6938,List,49,2 months ago,2022-03-11 18:27:00
6938,List,39.9,2 months ago,2022-03-11 18:27:00
6938,List,40,2 months ago,2022-03-11 18:27:00
6938,List,45,2 months ago,2022-03-11 18:27:00
6938,List,45,2 months ago,2022-03-11 18:27:00
6938,List,51,2 months ago,2022-03-11 18:27:00
3393,Transfer,,a month ago,2022-03-11 18:27:10
3393,Sale,2.8,a month ago,2022-03-11 18:27:10
3393,Transfer,,3 months ago,2022-03-11 18:27:10
3393,Transfer,,5 months ago,2022-03-11 18:27:10
3393,Transfer,,6 months ago,2022-03-11 18:27:10
3393,Sale,1.18,6 months ago,2022-03-11 18:27:10
3393,Transfer,,7 months ago,2022-03-11 18:27:10
3393,Sale,0.15,7 months ago,2022-03-11 18:27:10
3393,Minted,,7 months ago,2022-03-11 18:27:10
1550,Transfer,,a month ago,2022-03-11 18:27:21
1550,Sale,2,a month ago,2022-03-11 18:27:21
1550,Transfer,,6 months ago,2022-03-11 18:27:21
1550,Sale,1,6 months ago,2022-03-11 18:27:21
1550,Sale,0.5,7 months ago,2022-03-11 18:27:21
1550,Transfer,,7 months ago,2022-03-11 18:27:21
1550,Transfer,,7 months ago,2022-03-11 18:27:21
1550,Sale,0.62,7 months ago,2022-03-11 18:27:21
1550,Minted,,7 months ago,2022-03-11 18:27:21
6984,Transfer,,a month ago,2022-03-11 18:27:31
6984,Sale,2.75,a month ago,2022-03-11 18:27:31
6984,Sale,0.32,7 months ago,2022-03-11 18:27:31
6984,Transfer,,7 months ago,2022-03-11 18:27:31
6984,Transfer,,7 months ago,2022-03-11 18:27:31
6984,Sale,0.3,7 months ago,2022-03-11 18:27:31
6984,Minted,,7 months ago,2022-03-11 18:27:31
1426,Transfer,,19 days ago,2022-03-11 18:27:42
1426,Transfer,,a month ago,2022-03-11 18:27:42
1426,Sale,2.5,a month ago,2022-03-11 18:27:42
1426,Transfer,,4 months ago,2022-03-11 18:27:42
1426,Sale,2.29,4 months ago,2022-03-11 18:27:42
1426,Transfer,,5 months ago,2022-03-11 18:27:42
1426,Sale,1.95,5 months ago,2022-03-11 18:27:42
1426,Transfer,,6 months ago,2022-03-11 18:27:42
1426,Sale,1.7,6 months ago,2022-03-11 18:27:42
1426,Transfer,,7 months ago,2022-03-11 18:27:42
1426,Sale,0.44,7 months ago,2022-03-11 18:27:42
1426,Minted,,7 months ago,2022-03-11 18:27:42
7084,Transfer,,a month ago,2022-03-11 18:27:52
7084,Sale,2,a month ago,2022-03-11 18:27:52
7084,Transfer,,6 months ago,2022-03-11 18:27:52
7084,Sale,1.5,6 months ago,2022-03-11 18:27:52
7084,Transfer,,7 months ago,2022-03-11 18:27:52
7084,Sale,0.38,7 months ago,2022-03-11 18:27:52
7084,Transfer,,7 months ago,2022-03-11 18:27:52
7084,Sale,0.299,7 months ago,2022-03-11 18:27:52
7084,Transfer,,7 months ago,2022-03-11 18:27:52
7084,Sale,0.22,7 months ago,2022-03-11 18:27:52
7084,Sale,0.22,7 months ago,2022-03-11 18:27:52
7084,Transfer,,7 months ago,2022-03-11 18:27:52
7084,Minted,,7 months ago,2022-03-11 18:27:52
512,Transfer,,a month ago,2022-03-11 18:28:03
512,Sale,2,a month ago,2022-03-11 18:28:03
512,Transfer,,3 months ago,2022-03-11 18:28:03
512,Transfer,,5 months ago,2022-03-11 18:28:03
512,Sale,1.5,5 months ago,2022-03-11 18:28:03
512,Transfer,,6 months ago,2022-03-11 18:28:03
512,Sale,1.6,6 months ago,2022-03-11 18:28:03
512,Minted,,7 months ago,2022-03-11 18:28:03
5427,Transfer,,12 days ago,2022-03-11 18:28:14
5427,List,2.25,19 days ago,2022-03-11 18:28:14
5427,Transfer,,a month ago,2022-03-11 18:28:14
5427,Sale,2,a month ago,2022-03-11 18:28:14
5427,List,2.3,a month ago,2022-03-11 18:28:14
5427,Transfer,,2 months ago,2022-03-11 18:28:14
5427,Sale,2.5,2 months ago,2022-03-11 18:28:14
5427,List,2.5,2 months ago,2022-03-11 18:28:14
5427,Transfer,,3 months ago,2022-03-11 18:28:14
5427,Sale,3,3 months ago,2022-03-11 18:28:14
5427,List,3,3 months ago,2022-03-11 18:28:14
5427,Sale,1.59,3 months ago,2022-03-11 18:28:14
5427,Transfer,,3 months ago,2022-03-11 18:28:14
5427,List,1.459,3 months ago,2022-03-11 18:28:14
5427,List,1.59,3 months ago,2022-03-11 18:28:14
5427,List,1.954,3 months ago,2022-03-11 18:28:14
249,Transfer,,a month ago,2022-03-11 18:28:24
249,Sale,2.469,a month ago,2022-03-11 18:28:24
249,Transfer,,7 months ago,2022-03-11 18:28:24
249,Minted,,7 months ago,2022-03-11 18:28:24
2517,Transfer,,2 months ago,2022-03-11 18:28:35
2517,Sale,2.6,2 months ago,2022-03-11 18:28:35
2517,Transfer,,6 months ago,2022-03-11 18:28:35
2517,Transfer,,6 months ago,2022-03-11 18:28:35
2517,Sale,0.98,6 months ago,2022-03-11 18:28:35
2517,Transfer,,7 months ago,2022-03-11 18:28:35
2517,Sale,0.45,7 months ago,2022-03-11 18:28:35
2517,Sale,0.375,7 months ago,2022-03-11 18:28:35
2517,Transfer,,7 months ago,2022-03-11 18:28:35
2517,Transfer,,7 months ago,2022-03-11 18:28:35
2517,Sale,0.145,7 months ago,2022-03-11 18:28:35
2517,Minted,,7 months ago,2022-03-11 18:28:35
1951,Transfer,,a month ago,2022-03-11 18:28:47
1951,Transfer,,2 months ago,2022-03-11 18:28:47
1951,Sale,1.9035,2 months ago,2022-03-11 18:28:47
1951,Transfer,,6 months ago,2022-03-11 18:28:47
1951,Sale,1.95,6 months ago,2022-03-11 18:28:47
1951,Transfer,,6 months ago,2022-03-11 18:28:47
1951,Sale,1.9,6 months ago,2022-03-11 18:28:47
1951,Sale,0.55,7 months ago,2022-03-11 18:28:47
1951,Transfer,,7 months ago,2022-03-11 18:28:47
1951,Minted,,7 months ago,2022-03-11 18:28:47
5044,Transfer,,2 months ago,2022-03-11 18:28:58
5044,Sale,2.79,2 months ago,2022-03-11 18:28:58
5044,Minted,,7 months ago,2022-03-11 18:28:58
2159,List,4.75,19 days ago,2022-03-11 18:29:10
2159,List,4.9,a month ago,2022-03-11 18:29:10
2159,List,4.75,a month ago,2022-03-11 18:29:10
2159,Transfer,,2 months ago,2022-03-11 18:29:10
2159,Sale,3.5,2 months ago,2022-03-11 18:29:10
2159,List,3.9999,2 months ago,2022-03-11 18:29:10
2159,List,4.15,2 months ago,2022-03-11 18:29:10
2159,List,4.15,2 months ago,2022-03-11 18:29:10
2159,List,4.33,2 months ago,2022-03-11 18:29:10
2159,List,4.55,2 months ago,2022-03-11 18:29:10
2159,List,4.7,2 months ago,2022-03-11 18:29:10
2159,List,5.33,2 months ago,2022-03-11 18:29:10
2159,List,5.7,2 months ago,2022-03-11 18:29:10
2159,Transfer,,3 months ago,2022-03-11 18:29:10
2159,Sale,3.44,3 months ago,2022-03-11 18:29:10
2159,List,3.44,3 months ago,2022-03-11 18:29:10
420,Sale,2.5,2 months ago,2022-03-11 18:29:22
420,Transfer,,2 months ago,2022-03-11 18:29:22
420,Transfer,,3 months ago,2022-03-11 18:29:22
420,Sale,1.49,3 months ago,2022-03-11 18:29:22
420,Sale,0.35,7 months ago,2022-03-11 18:29:22
420,Transfer,,7 months ago,2022-03-11 18:29:22
420,Sale,0.69,7 months ago,2022-03-11 18:29:22
420,Transfer,,7 months ago,2022-03-11 18:29:22
420,Minted,,7 months ago,2022-03-11 18:29:22
2297,Transfer,,a month ago,2022-03-11 18:29:33
2297,Sale,2.15,2 months ago,2022-03-11 18:29:33
2297,Transfer,,2 months ago,2022-03-11 18:29:33
2297,List,2.7,2 months ago,2022-03-11 18:29:33
2297,List,2.7,2 months ago,2022-03-11 18:29:33
2297,List,2.9,2 months ago,2022-03-11 18:29:33
2297,List,3,2 months ago,2022-03-11 18:29:33
2297,List,18,2 months ago,2022-03-11 18:29:33
2297,List,3.3,2 months ago,2022-03-11 18:29:33
2297,List,3.3,2 months ago,2022-03-11 18:29:33
2297,List,3.6,2 months ago,2022-03-11 18:29:33
2297,List,3.7,2 months ago,2022-03-11 18:29:33
2297,List,3.8,2 months ago,2022-03-11 18:29:33
2297,List,3.9,2 months ago,2022-03-11 18:29:33
2297,List,13,2 months ago,2022-03-11 18:29:33
2297,List,3.75,2 months ago,2022-03-11 18:29:33
4919,Transfer,,2 months ago,2022-03-11 18:29:44
4919,Sale,2.5,2 months ago,2022-03-11 18:29:44
4919,Transfer,,6 months ago,2022-03-11 18:29:44
4919,Sale,0.595,6 months ago,2022-03-11 18:29:44
4919,Transfer,,7 months ago,2022-03-11 18:29:44
4919,Sale,0.535,7 months ago,2022-03-11 18:29:44
4919,Transfer,,7 months ago,2022-03-11 18:29:44
4919,Minted,,7 months ago,2022-03-11 18:29:44
5880,Transfer,,2 months ago,2022-03-11 18:29:54
5880,Sale,4,2 months ago,2022-03-11 18:29:54
5880,Transfer,,6 months ago,2022-03-11 18:29:54
5880,Transfer,,6 months ago,2022-03-11 18:29:54
5880,Sale,2.89,6 months ago,2022-03-11 18:29:54
5880,Transfer,,7 months ago,2022-03-11 18:29:54
5880,Transfer,,7 months ago,2022-03-11 18:29:54
5880,Transfer,,7 months ago,2022-03-11 18:29:54
5880,Minted,,7 months ago,2022-03-11 18:29:54
1759,List,2,7 days ago,2022-03-11 18:30:04
1759,List,2.19,10 days ago,2022-03-11 18:30:04
1759,List,2.29,13 days ago,2022-03-11 18:30:04
1759,List,2.4,14 days ago,2022-03-11 18:30:04
1759,List,2.42,16 days ago,2022-03-11 18:30:04
1759,List,2.5,17 days ago,2022-03-11 18:30:04
1759,List,2.54,18 days ago,2022-03-11 18:30:04
1759,List,2.66,19 days ago,2022-03-11 18:30:04
1759,List,3,21 days ago,2022-03-11 18:30:04
1759,List,2.5,22 days ago,2022-03-11 18:30:04
1759,List,2.75,24 days ago,2022-03-11 18:30:04
1759,List,2.8,25 days ago,2022-03-11 18:30:04
1759,List,2.98,a month ago,2022-03-11 18:30:04
1759,List,2.99,a month ago,2022-03-11 18:30:04
1759,List,3.3,a month ago,2022-03-11 18:30:04
1759,List,3.25,a month ago,2022-03-11 18:30:04
4976,Transfer,,2 months ago,2022-03-11 18:30:14
4976,Sale,2.15,2 months ago,2022-03-11 18:30:14
4976,Transfer,,6 months ago,2022-03-11 18:30:14
4976,Sale,1.388,6 months ago,2022-03-11 18:30:14
4976,Transfer,,6 months ago,2022-03-11 18:30:14
4976,Sale,0.9751,6 months ago,2022-03-11 18:30:14
4976,Transfer,,6 months ago,2022-03-11 18:30:14
4976,Sale,0.9669,6 months ago,2022-03-11 18:30:15
4976,Transfer,,6 months ago,2022-03-11 18:30:15
4976,Sale,0.8,6 months ago,2022-03-11 18:30:15
4976,Transfer,,7 months ago,2022-03-11 18:30:15
4976,Sale,0.29,7 months ago,2022-03-11 18:30:15
4976,Transfer,,7 months ago,2022-03-11 18:30:15
4976,Minted,,7 months ago,2022-03-11 18:30:15
9871,Transfer,,2 months ago,2022-03-11 18:30:25
9871,Sale,2.4,2 months ago,2022-03-11 18:30:25
9871,Transfer,,3 months ago,2022-03-11 18:30:25
9871,Transfer,,6 months ago,2022-03-11 18:30:25
9871,Transfer,,6 months ago,2022-03-11 18:30:25
9871,Transfer,,6 months ago,2022-03-11 18:30:25
9871,Minted,,7 months ago,2022-03-11 18:30:25
1460,Transfer,,2 days ago,2022-03-11 18:30:35
1460,Transfer,,16 days ago,2022-03-11 18:30:35
1460,Transfer,,19 days ago,2022-03-11 18:30:35
1460,List,8.25,a month ago,2022-03-11 18:30:35
1460,List,8.49,2 months ago,2022-03-11 18:30:35
1460,Sale,3.4729,2 months ago,2022-03-11 18:30:35
1460,Transfer,,2 months ago,2022-03-11 18:30:35
1460,List,3,2 months ago,2022-03-11 18:30:35
1460,List,3.9,2 months ago,2022-03-11 18:30:35
1460,List,4,2 months ago,2022-03-11 18:30:35
1460,List,4,2 months ago,2022-03-11 18:30:35
1460,List,4,2 months ago,2022-03-11 18:30:35
1460,List,4,2 months ago,2022-03-11 18:30:35
1460,List,5,2 months ago,2022-03-11 18:30:35
1460,List,1.5,2 months ago,2022-03-11 18:30:35
1460,List,4.5,2 months ago,2022-03-11 18:30:35
3388,Sale,3.9,2 months ago,2022-03-11 18:30:46
3388,Transfer,,2 months ago,2022-03-11 18:30:46
3388,Transfer,,7 months ago,2022-03-11 18:30:46
3388,Sale,0.3,7 months ago,2022-03-11 18:30:46
3388,Minted,,7 months ago,2022-03-11 18:30:46
9384,Sale,3.15,2 months ago,2022-03-11 18:30:58
9384,Transfer,,2 months ago,2022-03-11 18:30:58
9384,Transfer,,5 months ago,2022-03-11 18:30:58
9384,Transfer,,7 months ago,2022-03-11 18:30:58
9384,Sale,0.25,7 months ago,2022-03-11 18:30:58
9384,Transfer,,7 months ago,2022-03-11 18:30:58
9384,Sale,0.14,7 months ago,2022-03-11 18:30:58
9384,Minted,,7 months ago,2022-03-11 18:30:58
6006,Transfer,,2 months ago,2022-03-11 18:31:08
6006,Sale,2.5,2 months ago,2022-03-11 18:31:08
6006,Transfer,,3 months ago,2022-03-11 18:31:08
6006,Transfer,,6 months ago,2022-03-11 18:31:08
6006,Sale,2,6 months ago,2022-03-11 18:31:08
6006,Transfer,,7 months ago,2022-03-11 18:31:08
6006,Transfer,,7 months ago,2022-03-11 18:31:08
6006,Sale,0.19,7 months ago,2022-03-11 18:31:08
6006,Transfer,,7 months ago,2022-03-11 18:31:08
6006,Minted,,7 months ago,2022-03-11 18:31:08
6408,List,4.31,13 days ago,2022-03-11 18:31:20
6408,List,4.49,19 days ago,2022-03-11 18:31:20
6408,List,5.49,a month ago,2022-03-11 18:31:20
6408,List,5.99,2 months ago,2022-03-11 18:31:20
6408,List,4.79,2 months ago,2022-03-11 18:31:20
6408,List,4.79,2 months ago,2022-03-11 18:31:20
6408,List,4.99,2 months ago,2022-03-11 18:31:20
6408,List,4.79,2 months ago,2022-03-11 18:31:20
6408,Sale,3.91,2 months ago,2022-03-11 18:31:20
6408,Transfer,,2 months ago,2022-03-11 18:31:20
6408,List,3.91,2 months ago,2022-03-11 18:31:20
6408,List,6,2 months ago,2022-03-11 18:31:20
6408,List,6,2 months ago,2022-03-11 18:31:20
6408,List,8,2 months ago,2022-03-11 18:31:20
6408,List,8,2 months ago,2022-03-11 18:31:20
6408,List,6,2 months ago,2022-03-11 18:31:20
7037,Transfer,,2 months ago,2022-03-11 18:31:31
7037,Sale,4.1,2 months ago,2022-03-11 18:31:31
7037,Transfer,,3 months ago,2022-03-11 18:31:31
7037,Sale,2.23,3 months ago,2022-03-11 18:31:31
