token_id,rank,score
1509,3513,101.42
1510,4265,97.14
1511,3476,101.64
1512,9137,72.89
1513,6041,88.65
1514,3389,102.15
1515,5294,92.13
1516,6509,86.51
1517,8608,76.34
1518,6127,88.28
1519,3429,101.92
1520,4150,97.85
1521,9698,67.97
1522,1887,114.44
1523,1992,113.41
1524,1433,120.63
1525,3949,98.92
1526,6754,85.17
1527,9938,63.16
1528,9935,63.27
1529,5560,90.84
1530,2611,107.77
1531,5062,93.19
1532,6724,85.35
1533,6998,84.13
1534,8600,76.38
1535,6544,86.35
1536,5406,91.55
1537,1514,119.25
1538,329,157.85
1539,1207,124.67
1540,9608,69.01
1541,4023,98.54
1542,5300,92.07
1543,9760,67.09
1544,4135,97.94
1545,5858,89.50
1546,9459,70.33
1547,7211,83.24
1548,9986,61.00
1549,1060,127.75
1550,5237,92.37
1551,3807,99.81
1552,6870,84.68
1553,8967,74.09
1554,5686,90.24
1555,9009,73.80
1556,6167,88.11
1557,7668,81.20
1558,9197,72.42
1559,7275,83.02
1560,6458,86.80
1561,6512,86.50
1562,3585,101.06
1563,6694,85.51
1564,6222,87.86
1565,7536,81.83
1566,9103,73.09
1567,4941,93.86
1568,2099,112.18
1569,9322,71.48
1570,6483,86.67
1571,7245,83.11
1572,7152,83.47
1573,409,151.14
1574,190,176.41
1575,9222,72.25
1576,4487,96.07
1577,6578,86.14
1578,5518,90.98
1579,903,131.62
1580,1523,119.17
1581,6242,87.78
1582,2071,112.53
1583,9932,63.31
1584,4657,95.18
1585,5994,88.88
1586,1300,122.76
1587,4471,96.17
1588,7435,82.29
1589,9022,73.71
1590,2034,112.90
1591,9559,69.58
1592,3781,100.02
1593,8590,76.45
1594,2648,107.48
1595,3193,103.60
1596,9408,70.76
1597,3825,99.72
1598,3275,102.99
1599,9991,60.53
1600,6313,87.42
1601,9193,72.43
1602,4662,95.17
1603,1211,124.62
1604,1171,125.43
1605,6923,84.45
1606,2706,107.09
1607,8630,76.24
1608,2401,109.45
1609,8175,78.73
1610,4443,96.28
1611,2633,107.62
1612,4781,94.56
1613,2410,109.38
1614,1612,117.73
1615,1480,119.83
1616,1894,114.34
1617,8546,76.75
1618,4776,94.58
1619,6319,87.40
1620,2521,108.55
1621,8091,79.15
1622,6065,88.53
1623,5896,89.26
1624,5222,92.42
1625,8848,74.84
1626,4243,97.29
1627,4955,93.80
1628,5905,89.24
1629,6863,84.69
1630,547,144.34
1631,8822,75.01
1632,4664,95.15
1633,1153,125.74
1634,4012,98.61
1635,3368,102.32
1636,2349,109.98
1637,526,145.18
1638,683,138.23
1639,9015,73.77
1640,2763,106.61
1641,4215,97.44
1642,454,148.46
1643,5455,91.26
1644,9800,66.51
1645,6029,88.75
1646,4181,97.60
1647,873,132.48
1648,410,151.13
1649,1902,114.25
1650,8371,77.82
1651,1228,124.21
1652,4721,94.85
1653,390,152.96
1654,6648,85.78
1655,5155,92.76
1656,6097,88.40
1657,1621,117.51
1658,2504,108.68
1659,8323,78.03
1660,3050,104.50
1661,8556,76.68
1662,3095,104.18
1663,3070,104.39
1664,2778,106.53
1665,6730,85.31
1666,4875,94.13
1667,6508,86.51
1668,5613,90.61
1669,1507,119.43
1670,8311,78.06
1671,5757,89.94
1672,8157,78.83
1673,3840,99.61
1674,566,143.38
1675,7422,82.36
1676,1987,113.49
1677,4987,93.63
1678,5669,90.33
1679,3188,103.66
1680,6093,88.41
1681,3501,101.49
1682,9517,69.91
1683,1921,114.05
1684,2613,107.77
1685,634,140.19
1686,271,164.35
1687,76,296.83
1688,7225,83.17
1689,6481,86.67
1690,7866,80.27
1691,9138,72.88
1692,4087,98.18
1693,4764,94.63
1694,1193,124.92
1695,6425,86.94
1696,4034,98.48
1697,1790,115.44
1698,2916,105.61
1699,5832,89.60
1700,4635,95.28
1701,3544,101.26
1702,9766,67.03
1703,9640,68.71
1704,2966,105.19
1705,9852,65.64
1706,2757,106.63
1707,2875,105.88
1708,7955,79.79
1709,1701,116.54
1710,2519,108.57
1711,9586,69.24
1712,4242,97.29
1713,2587,107.95
1714,5236,92.37
1715,1994,113.41
1716,8526,76.88
1717,8973,74.06
1718,2980,105.02
1719,5017,93.44
1720,5463,91.23
1721,2582,107.99
1722,9815,66.32
1723,1192,124.93
1724,2440,109.15
1725,1780,115.56
1726,3891,99.29
1727,2060,112.62
1728,8539,76.80
1729,6310,87.46
1730,4415,96.44
1731,6974,84.25
1732,7462,82.15
1733,1777,115.58
1734,2394,109.53
1735,1641,117.23
1736,7775,80.64
1737,952,130.45
1738,197,175.23
1739,6010,88.84
1740,2739,106.77
1741,3382,102.21
1742,7921,80.00
1743,1202,124.74
1744,7861,80.29
1745,4587,95.52
1746,7144,83.49
1747,3487,101.59
1748,2315,110.27
1749,2436,109.18
1750,5085,93.06
1751,7995,79.60
1752,7465,82.14
1753,9844,65.78
1754,4526,95.82
1755,30,341.40
1756,6144,88.19
1757,9183,72.51
1758,4399,96.52
1759,9827,66.12
1760,2994,104.90
1761,5075,93.10
1762,2798,106.34
1763,2053,112.71
1764,5764,89.90
1765,121,214.73
1766,5945,89.07
1767,8543,76.78
1768,2387,109.57
1769,9835,66.03
1770,1337,122.01
1771,2569,108.10
1772,9307,71.62
1773,6627,85.92
1774,1727,116.24
1775,7516,81.92
1776,1954,113.78
1777,6279,87.60
1778,1324,122.19
1779,6885,84.63
1780,1661,117.00
1781,9703,67.88
1782,8646,76.12
1783,8248,78.39
1784,6633,85.89
1785,959,130.31
1786,6083,88.45
1787,5543,90.90
1788,6981,84.21
1789,3706,100.40
1790,9466,70.30
1791,6077,88.48
1792,5355,91.77
1793,4512,95.93
1794,7223,83.18
1795,9846,65.70
1796,2215,111.14
1797,7950,79.81
1798,8404,77.63
1799,1077,127.52
1800,7219,83.19
1801,2759,106.63
1802,2935,105.43
1803,3001,104.84
1804,7133,83.54
1805,3926,99.10
1806,8372,77.81
1807,4591,95.50
1808,6922,84.45
1809,555,144.01
1810,9678,68.21
1811,6687,85.53
1812,7070,83.84
1813,5032,93.36
1814,8045,79.36
1815,5901,89.25
1816,5232,92.39
1817,9886,64.74
1818,4373,96.63
1819,9667,68.37
1820,433,149.97
1821,3019,104.74
1822,1871,114.59
1823,4228,97.37
1824,7015,84.07
1825,4656,95.18
1826,8533,76.85
1827,4177,97.64
1828,2545,108.30
1829,5357,91.76
1830,480,147.22
1831,2011,113.18
1832,6546,86.33
1833,8034,79.40
1834,9994,60.21
1835,7421,82.37
1836,2491,108.75
1837,2891,105.78
1838,6580,86.13
1839,4302,96.96
1840,9208,72.34
1841,6945,84.39
1842,7370,82.59
1843,4380,96.61
1844,6325,87.37
1845,5806,89.71
1846,6849,84.73
1847,3337,102.55
1848,4648,95.22
1849,4949,93.82
1850,1791,115.43
1851,6012,88.84
1852,562,143.63
1853,1821,115.20
1854,8472,77.20
1855,1456,120.22
1856,389,153.10
1857,1484,119.74
1858,9492,70.13
1859,9278,71.85
1860,9540,69.78
1861,5753,89.96
1862,415,150.91
1863,599,141.66
1864,8178,78.71
1865,8062,79.27
1866,4744,94.75
1867,3638,100.77
1868,9989,60.60
1869,3630,100.84
1870,9618,68.89
1871,3715,100.34
1872,6500,86.57
1873,57,326.87
1874,1025,128.68
1875,1995,113.39
1876,7393,82.51
1877,8324,78.02
1878,5636,90.51
1879,1689,116.70
1880,6139,88.23
1881,310,159.64
1882,9445,70.43
1883,7751,80.80
1884,59,325.45
1885,6713,85.43
1886,2219,111.11
1887,5895,89.26
1888,399,151.91
1889,1057,127.78
1890,3480,101.63
1891,7281,83.01
1892,7458,82.16
1893,194,175.76
1894,9384,70.94
1895,4948,93.83
1896,7883,80.17
1897,1818,115.22
1898,2596,107.86
1899,1150,125.82
1900,4116,98.05
1901,6616,85.97
1902,4900,94.01
1903,2078,112.43
1904,8328,78.02
1905,3136,103.93
1906,3864,99.48
1907,8112,79.07
1908,1656,117.03
1909,9407,70.76
1910,7374,82.58
1911,7918,80.03
1912,1886,114.44
1913,9074,73.29
1914,1407,120.95
1915,3263,103.11
1916,5958,89.02
1917,5086,93.06
1918,10,361.86
1919,6437,86.89
1920,551,144.12
1921,1620,117.51
1922,3728,100.29
1923,2032,112.99
1924,7216,83.21
1925,3717,100.33
1926,3392,102.12
1927,4170,97.67
1928,1076,127.54
1929,7544,81.80
1930,6875,84.67
1931,6523,86.45
1932,9018,73.75
1933,8728,75.57
1934,4227,97.38
1935,7107,83.64
1936,6424,86.94
1937,5464,91.22
1938,3131,103.95
1939,1022,128.70
1940,8637,76.16
1941,1293,122.89
1942,4306,96.92
1943,2999,104.86
1944,6706,85.46
1945,1232,124.15
1946,5544,90.90
1947,9619,68.89
1948,6464,86.74
1949,6054,88.57
1950,4865,94.17
1951,417,150.84
1952,3575,101.11
1953,5234,92.38
1954,1244,123.92
1955,1900,114.29
1956,5758,89.94
1957,9110,73.05
1958,4297,96.98
1959,9901,64.33
1960,4479,96.14
1961,1811,115.26
1962,6190,88.02
1963,7754,80.76
1964,1570,118.41
1965,1220,124.42
1966,2471,108.90
1967,8360,77.87
1968,3516,101.41
1969,1906,114.20
1970,4091,98.16
1971,7884,80.17
1972,1119,126.37
1973,162,183.85
1974,2426,109.29
1975,4178,97.64
1976,6277,87.62
1977,5906,89.24
1978,8911,74.40
1979,3608,100.94
1980,1722,116.31
1981,1940,113.87
1982,6939,84.40
1983,5584,90.72
1984,8362,77.86
1985,4951,93.82
1986,7695,81.09
1987,6367,87.20
1988,7806,80.52
1989,8334,78.01
1990,2803,106.31
1991,8255,78.35
1992,1278,123.08
1993,5993,88.89
1994,4198,97.53
1995,3225,103.37
1996,581,142.72
1997,7381,82.56
1998,222,170.89
1999,1862,114.75
2000,4067,98.29
2001,2392,109.53
2002,4412,96.45
2003,1718,116.36
2004,429,150.22
2005,7362,82.62
2006,8607,76.35
2007,9386,70.92
2008,6452,86.83
2009,9131,72.92
2010,7356,82.65
2011,1037,128.28
2012,2267,110.74
2013,2076,112.46
2014,2484,108.79
2015,9258,71.99
2016,9774,66.93
2017,3410,102.04
2018,8692,75.81
2019,2564,108.15
2020,2848,106.06
2021,891,132.13
2022,7244,83.11
2023,8513,76.96
2024,9044,73.54
2025,7385,82.54
2026,2094,112.19
2027,1312,122.47
2028,9079,73.26
2029,4073,98.26
2030,4631,95.31
2031,5581,90.74
2032,8272,78.27
2033,7702,81.05
2034,4672,95.11
2035,4842,94.32
2036,2559,108.19
2037,9923,63.63
2038,6890,84.59
2039,5291,92.14
2040,2093,112.20
2041,2992,104.92
2042,9964,62.30
2043,4224,97.39
2044,2881,105.83
2045,9032,73.61
2046,8540,76.80
2047,2291,110.47
2048,6978,84.23
2049,8244,78.42
2050,3230,103.34
2051,8660,76.05
2052,6734,85.29
2053,2067,112.57
2054,2556,108.21
2055,4314,96.87
2056,5689,90.23
2057,741,136.66
2058,4103,98.10
2059,9272,71.90
2060,2237,110.99
2061,3704,100.41
2062,1819,115.22
2063,6473,86.72
2064,5331,91.93
2065,1685,116.76
2066,5889,89.28
2067,8142,78.93
2068,5485,91.16
2069,6316,87.41
2070,6388,87.12
2071,7222,83.19
2072,7683,81.16
2073,5026,93.38
2074,8980,73.99
2075,7334,82.76
2076,3791,99.91
2077,4121,98.03
2078,7915,80.04
2079,5390,91.62
2080,2652,107.47
2081,8021,79.46
2082,6349,87.27
2083,3217,103.42
2084,8695,75.80
2085,3103,104.13
2086,7061,83.86
2087,416,150.88
2088,8830,74.97
2089,7609,81.50
2090,2239,110.98
2091,3878,99.42
2092,2217,111.12
2093,3540,101.27
2094,2606,107.82
2095,2590,107.94
2096,8253,78.37
2097,6342,87.30
2098,9067,73.34
2099,6790,85.00
2100,4924,93.94
2101,7085,83.78
2102,3571,101.12
2103,9997,59.69
2104,840,133.40
2105,2536,108.39
2106,7288,82.98
2107,5337,91.88
2108,4903,94.01
2109,7193,83.32
2110,926,131.06
2111,2304,110.35
2112,968,130.11
2113,6371,87.19
2114,1692,116.68
2115,7142,83.51
2116,9911,64.05
2117,5020,93.43
2118,6704,85.47
2119,8078,79.20
2120,1578,118.25
2121,5855,89.51
2122,5638,90.50
2123,404,151.59
2124,607,141.29
2125,9831,66.06
2126,8749,75.46
2127,6632,85.89
2128,1135,126.13
2129,1786,115.47
2130,3086,104.24
2131,6389,87.10
2132,2726,106.85
2133,2454,109.00
2134,3542,101.27
2135,5913,89.19
2136,8008,79.53
2137,6353,87.25
2138,8596,76.41
2139,1332,122.08
2140,5507,91.03
2141,477,147.63
2142,9581,69.28
2143,2601,107.84
2144,7080,83.80
2145,6197,87.99
2146,3605,100.95
2147,4207,97.46
2148,5022,93.41
2149,3801,99.86
2150,4385,96.59
2151,468,148.12
2152,3198,103.58
2153,7507,81.99
2154,2302,110.37
2155,1969,113.65
2156,3119,104.03
2157,6438,86.88
2158,7495,82.01
2159,9796,66.58
2160,3483,101.61
2161,689,138.03
2162,2557,108.20
2163,4877,94.12
2164,34,339.57
2165,1888,114.42
2166,4872,94.15
2167,9817,66.30
2168,2920,105.57
2169,4024,98.53
2170,9590,69.21
2171,6281,87.59
2172,9411,70.74
2173,1775,115.60
2174,950,130.46
2175,4216,97.44
2176,9379,71.01
2177,2009,113.21
2178,1746,116.06
2179,138,193.26
2180,5012,93.47
2181,8813,75.09
2182,4090,98.17
2183,6348,87.27
2184,6820,84.89
2185,1710,116.48
2186,2862,105.94
2187,10000,57.67
2188,3288,102.91
2189,5003,93.54
2190,4427,96.37
2191,5564,90.82
2192,4230,97.36
2193,3120,104.01
2194,9493,70.13
2195,9658,68.48
2196,2934,105.44
2197,2147,111.70
2198,1261,123.43
2199,1091,126.96
2200,6883,84.64
2201,1030,128.49
2202,7490,82.03
2203,8275,78.25
2204,2145,111.74
2205,9406,70.77
2206,3448,101.79
2207,1106,126.65
2208,1700,116.58
2209,8496,77.04
2210,3802,99.85
2211,6209,87.93
2212,5152,92.76
2213,5414,91.48
2214,1674,116.83
2215,6956,84.33
2216,1277,123.11
2217,9319,71.51
2218,7017,84.07
2219,636,140.10
2220,9019,73.73
2221,4607,95.41
2222,9077,73.27
2223,4072,98.26
2224,2635,107.62
2225,8249,78.39
2226,6910,84.49
2227,830,133.65
2228,1322,122.23
2229,6327,87.37
2230,4127,97.99
2231,1090,126.97
2232,1367,121.45
2233,955,130.37
2234,510,145.88
2235,999,129.25
2236,1607,117.97
2237,7378,82.57
2238,8440,77.39
2239,5859,89.49
2240,5489,91.14
2241,5712,90.10
2242,1147,125.89
2243,5327,91.94
2244,1476,119.87
2245,1112,126.56
2246,8271,78.27
2247,8883,74.64
2248,5257,92.26
2249,2092,112.22
2250,4458,96.23
2251,6809,84.93
2252,4863,94.19
2253,5960,89.02
2254,9626,68.84
2255,2649,107.47
2256,1364,121.54
2257,4743,94.76
2258,7120,83.56
2259,962,130.26
2260,4542,95.72
2261,4750,94.73
2262,2755,106.64
2263,6908,84.51
2264,5500,91.08
2265,1814,115.23
2266,538,144.65
2267,6597,86.05
2268,8123,79.03
2269,6825,84.87
2270,6299,87.50
2271,2725,106.87
2272,1698,116.59
2273,4271,97.11
2274,2767,106.59
2275,9173,72.64
2276,6088,88.43
2277,8445,77.34
2278,1204,124.70
2279,907,131.51
2280,8751,75.46
2281,5616,90.60
2282,9156,72.75
2283,5000,93.56
2284,7424,82.35
2285,7791,80.57
2286,4527,95.81
2287,8960,74.11
2288,854,133.07
2289,6195,87.99
2290,2843,106.08
2291,6995,84.15
2292,5809,89.70
2293,326,158.08
2294,5528,90.96
2295,6514,86.50
2296,1613,117.71
2297,3023,104.70
2298,9144,72.82
2299,6479,86.67
2300,1169,125.46
2301,2669,107.31
2302,3958,98.87
2303,6184,88.06
2304,9942,63.06
2305,8959,74.11
2306,1830,115.10
2307,9176,72.62
2308,1050,127.93
2309,3434,101.90
2310,8072,79.24
2311,7238,83.12
2312,4416,96.44
2313,5774,89.86
2314,7684,81.15
2315,9375,71.03
2316,9348,71.21
2317,7980,79.66
2318,5853,89.51
2319,1936,113.90
2320,9849,65.67
2321,7759,80.74
2322,2609,107.79
2323,9623,68.87
2324,2522,108.53
2325,4392,96.55
2326,1873,114.58
2327,7531,81.84
2328,9675,68.28
2329,5986,88.91
2330,3116,104.05
2331,8241,78.42
2332,6026,88.77
2333,2312,110.27
2334,6948,84.38
2335,2026,113.04
2336,5123,92.90
2337,9461,70.32
2338,7623,81.42
2339,8935,74.24
2340,9893,64.62
2341,1004,129.14
2342,4004,98.64
2343,2566,108.13
2344,5429,91.40
2345,6565,86.23
2346,718,137.23
2347,354,155.16
2348,9896,64.57
2349,667,138.82
2350,7447,82.21
2351,5458,91.24
2352,7820,80.47
2353,782,135.17
2354,4825,94.41
2355,4532,95.80
2356,803,134.39
2357,1295,122.86
2358,4355,96.69
2359,1310,122.51
2360,4946,93.84
2361,9943,63.04
2362,6491,86.62
2363,8762,75.38
2364,8727,75.58
2365,2261,110.80
2366,9894,64.60
2367,7087,83.77
2368,8485,77.11
2369,7874,80.21
2370,7819,80.48
2371,2381,109.67
2372,4062,98.31
2373,4507,95.95
2374,4341,96.74
2375,3323,102.69
2376,7592,81.57
2377,199,174.48
2378,9954,62.67
2379,5921,89.17
2380,4202,97.51
2381,8922,74.33
2382,585,142.46
2383,1795,115.38
2384,4147,97.86
2385,3955,98.89
2386,7938,79.86
2387,193,176.06
2388,1398,121.04
2389,1564,118.48
2390,7262,83.06
2391,8712,75.68
2392,9860,65.43
2393,1492,119.57
2394,2926,105.50
2395,4367,96.65
2396,135,195.09
2397,3497,101.53
2398,5271,92.22
2399,989,129.41
2400,6,363.81
2401,6985,84.19
2402,3385,102.19
2403,3851,99.54
2404,2530,108.47
2405,4544,95.72
2406,3798,99.87
2407,1064,127.68
2408,6201,87.98
2409,5057,93.20
2410,154,185.59
2411,6702,85.48
2412,5460,91.23
2413,2168,111.56
2414,7862,80.29
2415,6273,87.62
2416,1271,123.22
2417,8954,74.15
2418,4519,95.87
2419,769,135.56
2420,4467,96.19
2421,6858,84.70
2422,7291,82.96
2423,7336,82.76
2424,7109,83.63
2425,2284,110.51
2426,3740,100.23
2427,6673,85.65
2428,3044,104.56
2429,4212,97.45
2430,1644,117.20
2431,3929,99.06
2432,8535,76.84
2433,3036,104.60
2434,4735,94.79
2435,244,167.61
2436,5051,93.22
2437,3222,103.40
2438,4701,94.98
2439,3823,99.72
2440,8349,77.92
2441,5466,91.22
2442,8026,79.44
2443,4066,98.29
2444,7237,83.12
2445,3234,103.30
2446,9116,73.04
2447,6493,86.62
2448,3999,98.66
2449,2573,108.06
2450,715,137.42
2451,2124,111.98
2452,6894,84.59
2453,9159,72.73
2454,2602,107.83
2455,1225,124.31
2456,9834,66.03
2457,5699,90.18
2458,5985,88.91
2459,6707,85.45
2460,7209,83.24
2461,7115,83.57
2462,8636,76.16
2463,8510,76.98
2464,9294,71.70
2465,7331,82.77
2466,4274,97.09
2467,396,152.07
2468,451,148.62
2469,1957,113.75
2470,4448,96.26
2471,1998,113.37
2472,9261,71.97
2473,4389,96.56
2474,2330,110.18
2475,2817,106.21
2476,2227,111.05
2477,4810,94.44
2478,8741,75.53
2479,3440,101.85
2480,3297,102.86
2481,4122,98.02
2482,9711,67.80
2483,954,130.39
2484,9837,66.01
2485,4577,95.57
2486,7670,81.19
2487,6776,85.05
2488,537,144.74
2489,3020,104.73
2490,6031,88.74
2491,6287,87.56
2492,3845,99.59
2493,267,164.89
2494,3939,98.98
2495,917,131.32
2496,6426,86.92
2497,3893,99.28
2498,2801,106.33
2499,3855,99.52
2500,1972,113.64
2501,6352,87.25
2502,8736,75.54
2503,5508,91.02
2504,9218,72.27
2505,4131,97.95
2506,5139,92.83
2507,110,246.10
2508,5786,89.80
2509,7388,82.52
2510,5738,90.00
2511,3369,102.32
2512,4533,95.78
2513,4002,98.65
2514,8755,75.43
2515,1988,113.47
2516,5392,91.61
2517,7847,80.35
2518,9475,70.23
2519,3481,101.62
2520,9070,73.31
2521,6819,84.90
2522,977,129.81
2523,3620,100.87
2524,9749,67.27
2525,6947,84.38
2526,3657,100.67
2527,1647,117.14
2528,7456,82.17
2529,3610,100.93
2530,808,134.23
2531,9301,71.67
2532,2341,110.08
2533,5488,91.15
2534,879,132.38
2535,8044,79.37
2536,991,129.38
2537,6264,87.68
2538,8640,76.13
2539,3564,101.15
2540,1704,116.53
2541,5844,89.54
2542,7415,82.38
2543,5847,89.53
2544,4070,98.28
2545,2814,106.21
2546,8509,76.98
2547,5877,89.35
2548,1317,122.39
2549,4748,94.73
2550,6915,84.48
2551,5178,92.61
2552,2052,112.72
2553,7619,81.47
2554,3026,104.69
2555,4013,98.59
2556,3243,103.21
2557,9012,73.79
2558,3052,104.49
2559,9129,72.92
2560,447,149.02
2561,3978,98.77
2562,1417,120.79
2563,9828,66.09
2564,610,141.28
2565,9161,72.71
2566,1186,125.07
2567,2409,109.38
2568,4589,95.51
2569,4668,95.12
2570,6884,84.63
2571,8202,78.59
2572,3828,99.70
2573,749,136.49
2574,9962,62.43
2575,9276,71.87
2576,6052,88.58
2577,6049,88.60
2578,6782,85.02
2579,7532,81.84
2580,9292,71.71
2581,9751,67.20
2582,456,148.37
2583,51,332.01
2584,6955,84.33
2585,8655,76.09
2586,7278,83.01
2587,2663,107.34
2588,1263,123.35
2589,5948,89.06
2590,7463,82.15
2591,2607,107.80
2592,5269,92.23
2593,6983,84.19
2594,8063,79.27
2595,115,227.79
2596,5408,91.53
2597,8918,74.35
2598,1590,118.09
2599,4369,96.64
2600,4109,98.08
2601,8929,74.27
2602,114,238.36
2603,3600,100.98
2604,1654,117.05
2605,9974,61.90
2606,4396,96.54
2607,2134,111.85
2608,2765,106.59
2609,9374,71.03
2610,1179,125.20
2611,3985,98.72
2612,8014,79.49
2613,9241,72.11
2614,9469,70.29
2615,4797,94.50
2616,9496,70.10
2617,5413,91.50
2618,1243,123.99
2619,8290,78.17
2620,8801,75.16
2621,3358,102.39
2622,5996,88.88
2623,601,141.56
2624,159,185.12
2625,9606,69.05
2626,5200,92.53
2627,536,144.75
2628,2450,109.03
2629,2417,109.33
2630,8254,78.36
2631,717,137.27
2632,2443,109.15
2633,5223,92.42
2634,7161,83.44
2635,8167,78.77
2636,5606,90.64
2637,5170,92.65
2638,4835,94.35
2639,4138,97.93
2640,4241,97.29
2641,9788,66.71
2642,7033,83.99
2643,6248,87.76
2644,5436,91.36
2645,685,138.15
2646,8312,78.06
2647,2458,108.98
2648,5447,91.33
2649,7386,82.53
2650,8696,75.79
2651,5230,92.40
2652,9013,73.79
2653,2008,113.23
2654,4320,96.84
2655,4755,94.71
2656,2232,111.02
2657,1605,117.97
2658,5835,89.57
2659,946,130.60
2660,1602,118.00
2661,2271,110.67
2662,7345,82.70
2663,1535,118.93
2664,2035,112.89
2665,5621,90.57
2666,55,328.99
2667,345,156.29
2668,1495,119.52
2669,656,139.32
2670,3628,100.85
2671,9920,63.66
2672,9725,67.61
2673,705,137.69
2674,1575,118.31
2675,1226,124.30
2676,2562,108.17
2677,7251,83.09
2678,6852,84.73
2679,6534,86.39
2680,7097,83.69
2681,3821,99.74
2682,306,159.97
2683,3576,101.10
2684,2650,107.47
2685,3719,100.33
2686,1991,113.43
2687,3069,104.40
2688,8554,76.69
2689,1136,126.08
2690,4623,95.33
2691,9921,63.64
2692,4911,93.98
2693,4309,96.91
2694,4837,94.34
2695,8420,77.49
2696,2464,108.93
2697,3098,104.17
2698,7753,80.78
2699,8872,74.69
2700,2107,112.13
2701,116,226.99
2702,400,151.84
2703,6536,86.39
2704,5231,92.39
2705,446,149.05
2706,5935,89.10
2707,8957,74.12
2708,3220,103.40
2709,6414,86.98
2710,9682,68.18
2711,8921,74.33
2712,1662,117.00
2713,8709,75.69
2714,2298,110.41
2715,35,339.49
2716,9333,71.41
2717,6878,84.67
2718,6864,84.69
2719,9147,72.80
2720,2400,109.45
2721,908,131.50
2722,3771,100.09
2723,1487,119.71
2724,3011,104.80
2725,7745,80.84
2726,1603,117.99
2727,7013,84.08
2728,5953,89.03
2729,8296,78.14
2730,1031,128.47
2731,6355,87.25
2732,3030,104.68
2733,9327,71.45
2734,2792,106.40
2735,3439,101.85
2736,7901,80.10
2737,1806,115.29
2738,386,153.36
2739,1990,113.43
2740,1423,120.73
2741,5004,93.53
2742,5376,91.69
2743,9402,70.78
2744,8373,77.81
2745,2503,108.69
2746,9113,73.04
2747,4425,96.37
2748,6265,87.67
2749,6477,86.69
2750,4772,94.60
2751,938,130.73
2752,1880,114.53
2753,9931,63.43
2754,843,133.26
2755,1216,124.45
2756,651,139.51
2757,4325,96.82
2758,9752,67.20
2759,7641,81.33
2760,8876,74.67
2761,5534,90.93
2762,301,160.38
2763,4611,95.40
2764,308,159.73
2765,5878,89.34
2766,4237,97.31
2767,8669,75.96
2768,362,154.82
2769,6850,84.73
2770,5784,89.81
2771,1297,122.82
2772,2931,105.46
2773,7293,82.95
2774,1115,126.49
2775,4026,98.52
2776,7977,79.68
2777,4979,93.67
2778,774,135.47
2779,3316,102.72
2780,5312,92.01
2781,6365,87.21
2782,4584,95.55
2783,2568,108.10
2784,4817,94.42
2785,3467,101.72
2786,737,136.71
2787,7547,81.80
2788,6379,87.15
2789,2185,111.44
2790,156,185.37
2791,1748,116.05
2792,5422,91.44
2793,2614,107.76
2794,9491,70.13
2795,985,129.65
2796,1468,120.06
2797,8106,79.08
2798,408,151.15
2799,4550,95.68
2800,9315,71.54
2801,8654,76.09
2802,976,129.82
2803,4545,95.72
2804,828,133.69
2805,3221,103.40
2806,6013,88.83
2807,6147,88.19
2808,3680,100.58
2809,17,351.95
2810,5709,90.13
2811,8387,77.74
2812,5091,93.03
2813,2397,109.51
2814,8173,78.73
2815,6741,85.23
2816,1368,121.42
2817,5131,92.85
2818,5323,91.96
2819,7005,84.10
2820,3477,101.64
2821,2867,105.93
2822,7999,79.58
2823,1126,126.23
2824,631,140.33
2825,2023,113.08
2826,4683,95.08
2827,8893,74.56
2828,4531,95.80
2829,4094,98.14
2830,1483,119.74
2831,5788,89.80
2832,8023,79.45
2833,6354,87.25
2834,9869,65.17
2835,4622,95.33
2836,6714,85.43
2837,1646,117.17
2838,5956,89.02
2839,6262,87.69
2840,5916,89.19
2841,3046,104.55
2842,9610,68.97
2843,5949,89.06
2844,4488,96.07
2845,1427,120.68
2846,1354,121.73
2847,9266,71.95
2848,8698,75.78
2849,4516,95.90
2850,5972,88.94
2851,617,140.99
2852,9273,71.90
2853,3679,100.58
2854,8451,77.31
2855,975,129.83
2856,7554,81.79
2857,5887,89.29
2858,1488,119.69
2859,5208,92.47
2860,9979,61.53
2861,7459,82.16
2862,1068,127.63
2863,1584,118.13
2864,8476,77.19
2865,4784,94.56
2866,2512,108.61
2867,2789,106.42
2868,9456,70.35
2869,9885,64.74
2870,6624,85.93
2871,3134,103.94
2872,4254,97.22
2873,635,140.12
2874,1441,120.47
2875,2442,109.15
2876,9179,72.57
2877,8414,77.58
2878,5216,92.44
2879,255,166.86
2880,9486,70.17
2881,4128,97.98
2882,8385,77.75
2883,9224,72.25
2884,494,146.59
2885,6860,84.70
2886,2960,105.24
2887,4030,98.50
2888,9189,72.47
2889,288,162.24
2890,6106,88.36
2891,4850,94.28
2892,7162,83.44
2893,5967,88.99
2894,2431,109.26
2895,6419,86.95
2896,8977,74.03
2897,9122,72.98
2898,4725,94.83
2899,1454,120.23
2900,8565,76.63
2901,3848,99.58
2902,208,172.26
2903,5163,92.68
2904,7464,82.14
2905,287,162.26
2906,1741,116.11
2907,971,130.02
2908,8327,78.02
2909,1388,121.16
2910,8976,74.03
2911,2529,108.47
2912,1604,117.98
2913,7996,79.60
2914,1315,122.43
2915,4378,96.62
2916,7227,83.16
2917,6297,87.51
2918,1305,122.58
2919,6358,87.24
2920,2206,111.20
