token_id,time_est,time_est_sell,price,price_sell,floor_price,floor_price_sell,price_ratio,price_ratio_sell,pnl,pnl_w_fees,model_file_idx,model_dt_est,price_ratio_pred,price_ratio_diff,holding_period_days,listed_file_idx,listed_dt_est,rarest_trait,rarest_trait_price_1,rarest_trait_price_2,rarest_trait_price_3,edge,required_edge,edge_ratio,cumul_pnl_w_fees,days_ago_buy,bucket,cumul_pnl_w_fees_bucket
5655,2022-01-26 21:36:18,2022-01-27 15:22:40,8.0,20.4,8.8,9.45,0.9090909090909091,2.1587301587301586,12.399999999999999,10.36,24,2022-01-26 21:24:10,2.995078500983074,2.085987591892165,0,15,2022-01-26 08:41:09,skin tone_golden,8.0,19.5,19.999000000000002,2.085987591892165,0.09671104037311203,21.569280858156493,64.4129,32,"(1.046, 21.569]",10.36
3622,2022-02-01 19:21:48,2022-02-01 23:42:08,7.5,12.75,8.27,8.6,0.9068923821039904,1.4825581395348837,5.25,3.9749999999999996,31,2022-02-01 14:02:46,1.6262230420800892,0.7193306599760988,0,23,2022-02-01 14:18:14,lips color_space,7.5,12.0,12.0,0.7193306599760988,0.11094235221950452,6.483823765993984,48.56889999999999,26,"(1.046, 21.569]",14.334999999999999
8184,2022-01-26 20:44:10,2022-01-27 08:48:45,5.33,9.43,8.8,9.35,0.6056818181818181,1.0085561497326203,4.1,3.1569999999999996,23,2022-01-26 08:25:29,1.1945342177615883,0.5888523995797702,0,15,2022-01-26 08:41:09,hairstyle_colorful,5.33,8.25,9.79,0.5888523995797702,0.12721738612372724,4.628710096331273,44.59389999999999,32,"(1.046, 21.569]",17.491999999999997
1932,2022-01-25 23:26:55,2022-01-26 17:51:27,7.8,8.49,7.5,8.475,1.04,1.0017699115044247,0.6900000000000004,-0.1589999999999997,22,2022-01-25 07:58:27,1.0411343970442308,0.001134397044230795,0,14,2022-01-25 08:13:16,facial features_claw scar,7.8,10.748,11.0,0.001134397044230795,0.1417474410522195,0.008002945491008088,-8.483100000000004,33,"(-1.3239999999999998, 0.0543]",-0.1589999999999997
5648,2022-02-04 01:02:22,2022-02-04 16:16:34,7.6,8.49,9.1,8.49,0.8351648351648352,1.0,0.8900000000000006,0.04100000000000048,35,2022-02-03 07:47:26,1.080679716743132,0.2455148815782967,0,27,2022-02-03 08:01:14,facial features_eyebrow tattoo mmxxi,7.6,7.66,7.777,0.2455148815782967,0.5099669680440059,0.4814329102921639,0.1449999999999959,24,"(0.226, 0.482]",0.04100000000000048
5271,2022-02-15 07:22:54,2022-02-16 04:28:13,8.769,10.58,10.4,9.6,0.8431730769230769,1.1020833333333333,1.811,0.7529999999999999,52,2022-02-14 21:07:45,1.1930517833186425,0.3498787063955656,0,44,2022-02-14 21:20:51,facial features_sunset,8.6,8.769,8.9,0.3498787063955656,0.4518258643906713,0.7743662635768078,12.634499999999996,13,"(0.482, 1.046]",0.7529999999999999
3623,2022-02-01 19:21:32,2022-02-02 01:32:17,8.182,9.4,8.27,8.65,0.9893591293833133,1.0867052023121386,1.218,0.2779999999999999,31,2022-02-01 14:02:46,1.2915404707299232,0.3021813413466099,0,23,2022-02-01 14:18:14,mouth_huh,7.99,8.182,8.2,0.3021813413466099,0.6268368332383525,0.4820733647470689,0.4229999999999958,26,"(0.482, 1.046]",1.0309999999999997
7837,2022-02-04 13:25:02,2022-02-05 11:29:46,8.449,10.876,8.78,9.29,0.9623006833712985,1.1707212055974165,2.4269999999999996,1.3393999999999997,37,2022-02-04 12:46:47,1.2463183715275594,0.28401768815626094,0,29,2022-02-04 13:05:23,hairstyle_curly pearl updo,8.449,13.33,13.5,0.28401768815626094,0.11338535560191824,2.5048886308864384,29.072899999999997,23,"(1.046, 21.569]",18.8314
6552,2022-02-23 20:53:08,2022-02-25 09:25:39,9.0,11.11,8.39,8.75,1.072705601907032,1.2697142857142856,2.1099999999999994,0.9989999999999994,62,2022-02-23 12:57:48,2.254616293085833,1.1819106911788009,1,54,2022-02-23 13:13:05,hairstyle_black and white,9.0,15.0,15.0,1.1819106911788009,0.1129252271058484,10.466312279991772,49.567899999999995,4,"(1.046, 21.569]",19.830399999999997
4130,2022-02-07 18:33:29,2022-02-09 12:58:24,10.0,10.4,10.0,10.7499,1.0,0.9674508600080001,0.40000000000000036,-0.6399999999999997,41,2022-02-07 09:09:45,1.038662874355881,0.038662874355881005,1,33,2022-02-07 09:25:39,hairstyle_finger waves,9.0,9.39,9.5,0.038662874355881005,0.37308688214689933,0.10362968039347434,-15.293400000000005,20,"(0.0543, 0.226]",-0.6399999999999997
2905,2022-02-09 16:20:22,2022-02-10 21:40:01,12.252,14.95,10.45,9.85,1.17244019138756,1.517766497461929,2.6979999999999986,1.2029999999999985,44,2022-02-09 08:35:14,1.715659079447979,0.543218888060419,1,36,2022-02-09 08:50:16,lips color_space,12.252,17.0,18.0,0.543218888060419,0.14265238493511376,3.8079902295885564,41.436899999999994,18,"(1.046, 21.569]",21.033399999999997
