token_id,time_est,is_auction,price,currency,price_eth,price_usd
8935,2022-07-26 02:00:55,False,0.0,usdc,,
7930,2022-07-26 01:54:46,False,0.0,usdc,,
7364,2022-07-26 01:53:49,False,0.0,usdc,,
4132,2022-07-26 02:06:00,False,0.0,usdc,,
809,2022-07-26 02:06:46,False,0.0,usdc,,
2149,2022-08-20 17:58:51,False,0.49,eth,0.49,689.39
312,2022-08-19 17:21:55,False,0.54,eth,0.54,759.73
4481,2022-08-19 13:12:05,False,0.55,eth,0.55,773.8
261,2022-08-19 13:13:19,False,0.55,eth,0.55,773.8
8335,2022-08-17 10:47:36,False,0.55,eth,0.55,773.8
4187,2022-08-19 13:12:28,False,0.55,eth,0.55,773.8
3361,2022-08-19 13:12:52,False,0.55,eth,0.55,773.8
2373,2022-08-14 08:50:04,False,0.58,eth,,
3064,2022-08-19 11:39:48,False,0.6,eth,0.6,844.15
3082,2022-08-13 22:48:27,False,0.6,eth,,
164,2022-08-13 03:29:28,False,0.61,eth,,
7401,2022-08-15 03:46:16,False,0.621,eth,,
116,2022-08-14 15:33:57,False,0.65,eth,,
9323,2022-08-03 23:22:17,True,0.65,weth,,
5018,2022-08-14 15:34:42,False,0.65,eth,,
2735,2022-08-14 14:20:00,False,0.687,eth,,
2465,2022-08-13 22:47:10,False,0.7,eth,,
5207,2022-08-17 23:23:43,False,0.7,eth,0.7,984.84
7172,2022-08-19 10:54:51,False,0.7170000000000001,eth,0.7170000000000001,1008.75
6250,2022-08-17 21:40:21,False,0.74,eth,0.74,1041.11
973,2022-08-13 07:14:19,False,0.75,eth,,
340,2022-08-12 20:27:51,False,0.75,eth,,
854,2022-08-15 12:36:31,False,0.75,eth,,
5238,2022-08-11 10:29:09,False,0.77,eth,,
4981,2022-08-11 10:28:45,False,0.78,eth,,
2261,2022-08-01 16:13:58,False,0.799,eth,,
4344,2022-08-12 17:30:11,False,0.8,eth,,
7869,2022-08-12 17:32:56,False,0.8,eth,,
9492,2022-08-11 10:26:55,False,0.8,eth,,
858,2022-08-11 10:29:40,False,0.8,eth,,
1825,2022-08-06 09:53:52,False,0.82,eth,,
5781,2022-08-01 04:27:42,False,0.835,eth,,
3005,2022-07-26 09:02:42,False,0.84,eth,,
2131,2022-08-11 17:40:11,False,0.85,eth,,
8805,2022-08-11 10:27:31,False,0.85,eth,,
7655,2022-08-11 10:28:21,False,0.88,eth,,
3392,2022-08-13 07:00:37,False,0.89,eth,,
3336,2022-08-19 11:22:25,False,0.9,eth,0.9,1266.22
6575,2022-08-15 09:38:21,False,0.9,eth,,
1325,2022-08-08 08:11:14,False,0.9,eth,,
3196,2022-08-01 14:09:45,False,0.9,eth,,
7123,2022-08-11 10:27:56,False,0.9,eth,,
7004,2022-07-28 16:36:18,False,0.9,eth,,
412,2022-08-20 15:13:01,False,0.92,eth,0.92,1294.36
6685,2022-08-19 11:11:50,False,0.95,eth,0.95,1336.56
6092,2022-08-11 12:21:15,False,0.96,eth,,
6319,2022-08-12 08:53:56,False,0.98,eth,,
8138,2022-08-04 21:04:37,False,0.98,eth,,
6077,2022-08-15 05:44:07,False,0.99,eth,,
2819,2022-08-17 22:14:34,False,0.99,eth,0.99,1392.84
8286,2022-08-09 22:20:29,False,0.99,eth,,
9765,2022-08-11 11:30:20,False,0.99,eth,,
6518,2022-07-22 20:33:05,False,0.99,eth,,
310,2022-08-11 08:15:22,False,1.0,weth,,
4902,2022-07-31 08:59:14,False,1.0,eth,,
7498,2022-08-12 12:51:41,False,1.0,eth,,
4500,2022-08-14 01:57:36,False,1.0,eth,,
5264,2022-08-09 08:05:42,False,1.0,eth,,
4682,2022-08-10 10:12:35,False,1.0,eth,,
9646,2022-08-13 13:16:29,False,1.0,eth,,
9856,2022-08-13 13:15:49,False,1.0,eth,,
7533,2022-07-19 06:41:16,False,1.028,eth,,
4166,2022-08-11 11:30:41,False,1.05,eth,,
3066,2022-08-19 14:51:34,False,1.05,eth,1.05,1477.26
707,2022-07-18 04:53:38,False,1.09,eth,,
2686,2022-08-06 23:24:04,False,1.1,eth,,
6123,2022-07-29 10:01:05,False,1.1,eth,,
5996,2022-07-27 21:15:13,False,1.1,eth,,
7897,2022-07-25 22:08:38,False,1.1,eth,,
