token_id,time_est,is_auction,price,currency,price_eth,price_usd
8,2022-08-08 13:15:32,False,88.0,eth,,
28,2022-08-13 13:29:20,False,60.0,eth,,
47,2022-08-16 14:52:30,False,2.8,eth,,
120,2022-06-19 03:48:42,False,8.85,eth,,
162,2022-08-02 04:53:35,False,25.0,eth,,
190,2022-06-19 15:20:40,False,15.0,eth,,
230,2022-07-03 19:44:08,False,9.0,eth,,
268,2022-08-17 17:35:40,False,6.5,eth,,
345,2022-07-07 13:59:33,False,9.0,eth,,
369,2022-08-15 05:29:34,False,4.0,eth,,
398,2022-08-16 08:07:17,False,5.95,eth,,
476,2022-07-28 23:05:44,False,12.0,eth,,
477,2022-07-28 23:08:27,False,100.0,eth,,
500,2022-08-17 13:40:23,False,5.0,eth,,
505,2022-08-17 13:39:40,False,4.25,eth,,
512,2022-08-15 22:02:30,False,4.6,eth,,
514,2022-08-10 14:55:38,False,6.0,eth,,
625,2022-08-10 10:31:29,False,20.0,eth,,
634,2022-08-11 05:48:35,False,10.0,eth,,
638,2022-08-12 23:44:25,False,7.69,eth,,
690,2022-08-15 14:16:46,False,5.0,eth,,
718,2022-08-15 22:59:18,False,3.7,eth,,
719,2022-08-15 22:59:17,False,3.7,eth,,
758,2022-06-18 10:33:01,False,25.0,eth,,
791,2022-08-16 03:26:32,False,4.0,eth,,
834,2022-08-01 10:19:42,False,6.0,eth,,
876,2022-08-11 17:38:44,False,4.2,eth,,
902,2022-07-18 05:46:38,False,5.5,eth,,
926,2022-07-07 14:36:20,False,300.0,eth,,
967,2022-08-13 04:48:10,False,4.45,eth,,
1023,2022-08-07 15:36:44,False,7.0,eth,,
1041,2022-08-13 20:30:38,False,3.15,eth,,
1048,2022-07-07 17:20:28,False,58.75,eth,,
1069,2022-08-13 03:15:00,False,3.5,eth,,
1070,2022-08-11 16:24:48,False,7.0,eth,,
1075,2022-08-13 21:04:36,False,8.2,eth,,
1110,2022-08-15 16:40:58,False,3.89,eth,,
1119,2022-07-27 03:05:03,False,5.66,eth,,
1129,2022-06-23 23:46:39,False,11.0,eth,,
1214,2022-08-11 11:47:01,False,25.0,eth,,
1238,2022-08-15 12:18:35,False,5.5,eth,,
1280,2022-08-15 21:06:58,False,15.0,eth,,
1300,2022-07-23 09:03:45,False,7.0,eth,,
1320,2022-08-11 12:24:10,False,8.0,eth,,
1379,2022-08-10 21:15:09,False,5.0,eth,,
1431,2022-08-10 04:01:46,False,69.0,eth,,
1507,2022-08-17 10:47:33,False,4.5,eth,,
1516,2022-08-03 21:27:09,False,5.9,eth,,
1518,2022-08-16 13:34:40,False,3.15,eth,,
1598,2022-08-15 00:23:41,False,9.98,eth,,
1619,2022-08-13 19:02:04,False,4.5,eth,,
1632,2022-08-11 07:33:09,False,5.5,eth,,
1694,2022-08-15 23:54:28,False,4.5,eth,,
1722,2022-08-07 16:29:34,False,100.0,eth,,
1814,2022-08-15 22:58:16,False,3.4,eth,,
1848,2022-06-19 15:31:52,False,20.0,eth,,
1884,2022-07-21 16:55:54,False,21.0,eth,,
1900,2022-07-04 14:41:14,False,9.0,eth,,
1907,2022-08-16 14:13:29,False,4.69,eth,,
1981,2022-08-17 08:53:57,False,7.0,eth,,
2040,2022-08-12 19:47:32,False,7.77,eth,,
2046,2022-08-17 16:11:41,False,4.35,eth,,
2048,2022-08-02 21:57:34,False,5.4,eth,,
2056,2022-08-16 09:48:09,False,3.3,eth,,
2062,2022-07-20 00:54:20,False,9.99,eth,,
2073,2022-08-15 21:13:38,False,5.0,eth,,
2078,2022-08-16 16:40:26,False,4.999,eth,,
2136,2022-08-11 05:01:04,False,6.9,eth,,
2137,2022-08-12 13:54:58,False,6.0,eth,,
2151,2022-07-03 23:14:14,False,24.0,eth,,
2173,2022-08-13 23:10:42,False,5.0,eth,,
2187,2022-08-03 21:21:59,False,6.0,eth,,
2228,2022-08-08 05:23:47,False,12.5,eth,,
2239,2022-08-15 22:36:36,False,3.25,eth,,
2251,2022-08-16 11:50:42,False,4.3,eth,,
2257,2022-08-03 12:38:30,False,4.0,eth,,
2308,2022-06-29 05:17:46,False,11.0,eth,,
